query_id,origin,destination,query_type,source_hotspot,target_hotspot,count
5806,173535,201545,hotspot_to_hotspot,9,6,1
5807,138666,193767,hotspot_to_hotspot,20,16,1
5808,177827,7090,hotspot_to_random,9,-1,1
5809,12209,26982,hotspot_to_random,8,-1,1
5810,92820,28310,random,-1,-1,1
5811,89841,216061,random,-1,-1,1
5812,22742,92870,hotspot_to_hotspot,12,18,1
5813,92522,24189,hotspot_to_hotspot,18,15,1
5814,238903,13953,hotspot_to_hotspot,4,8,1
5815,257861,200698,hotspot_to_hotspot,4,6,1
5816,258947,223086,hotspot_to_hotspot,4,5,1
5817,204729,226805,hotspot_to_hotspot,1,14,1
5818,5765,204108,random,-1,-1,1
5819,17304,204038,hotspot_to_hotspot,7,1,1
5820,119034,100595,hotspot_to_random,13,-1,1
5821,207870,112322,hotspot_to_hotspot,17,7,1
5822,17356,186357,hotspot_to_hotspot,7,2,1
5823,34816,200619,hotspot_to_hotspot,15,6,1
5824,17280,238882,hotspot_to_hotspot,7,4,1
5825,190121,192346,hotspot_to_hotspot,2,16,1
5826,22976,118839,hotspot_to_hotspot,12,13,1
5827,201401,17294,hotspot_to_hotspot,6,7,1
5828,178043,204935,hotspot_to_hotspot,9,1,1
5829,184235,114474,hotspot_to_hotspot,19,11,1
5830,184282,222063,hotspot_to_hotspot,19,5,1
5831,52973,180012,hotspot_to_hotspot,3,9,1
5832,53317,134403,hotspot_to_hotspot,3,10,1
5833,17101,214092,hotspot_to_hotspot,7,19,1
5834,199849,218722,hotspot_to_hotspot,20,5,1
5835,182342,33734,hotspot_to_hotspot,9,7,1
5836,184571,92607,hotspot_to_hotspot,19,18,1
5837,215200,53132,hotspot_to_hotspot,5,3,1
5838,135995,201201,hotspot_to_hotspot,10,6,1
5839,112460,219931,hotspot_to_random,7,-1,1
5840,222021,24783,hotspot_to_hotspot,5,8,1
5841,116044,135540,hotspot_to_hotspot,18,20,1
5842,35312,184472,hotspot_to_hotspot,8,19,1
5843,204685,12299,hotspot_to_hotspot,1,15,1
5844,115487,13982,hotspot_to_hotspot,11,15,1
5845,172938,201501,hotspot_to_hotspot,9,6,1
5846,139371,23133,hotspot_to_hotspot,20,12,1
5847,201215,204738,hotspot_to_hotspot,6,1,1
5848,262840,44014,hotspot_to_random,4,-1,1
5849,106240,112335,hotspot_to_hotspot,18,7,1
5850,222202,189769,hotspot_to_hotspot,5,2,1
5851,92836,13940,hotspot_to_hotspot,18,8,1
5852,24206,114260,hotspot_to_hotspot,8,11,1
5853,200726,207482,hotspot_to_hotspot,6,17,1
5854,264196,119325,hotspot_to_hotspot,4,13,1
5855,222099,193345,hotspot_to_hotspot,5,16,1
5856,263100,136078,hotspot_to_hotspot,4,10,1
5857,218783,179824,hotspot_to_hotspot,5,9,1
5858,118656,204856,hotspot_to_hotspot,13,17,1
5859,184117,81141,hotspot_to_random,19,-1,1
5860,233650,20123,hotspot_to_random,16,-1,1
5861,135767,198904,hotspot_to_hotspot,10,6,1
5862,53231,225706,hotspot_to_random,3,-1,1
5863,195069,21131,hotspot_to_hotspot,6,12,1
5864,233756,35039,hotspot_to_hotspot,16,8,1
5865,177734,134699,hotspot_to_hotspot,9,10,1
5866,23884,227490,hotspot_to_hotspot,15,14,1
5867,116161,118837,hotspot_to_hotspot,11,13,1
5868,204805,2571,hotspot_to_random,1,-1,1
5869,208521,139266,hotspot_to_hotspot,17,20,1
5870,92587,135756,hotspot_to_hotspot,18,10,1
5871,92543,187349,hotspot_to_hotspot,18,2,1
5872,162889,114596,hotspot_to_hotspot,19,11,1
5873,24134,188407,hotspot_to_random,8,-1,1
5874,228220,23895,hotspot_to_hotspot,14,15,1
5875,190925,13980,hotspot_to_hotspot,16,15,1
5876,114256,135885,hotspot_to_hotspot,11,10,1
5877,223096,207252,hotspot_to_hotspot,5,17,1
5878,135055,172962,random,-1,-1,1
5879,226946,14386,hotspot_to_hotspot,14,8,1
5880,92591,223150,hotspot_to_hotspot,18,5,1
5881,139512,200629,hotspot_to_hotspot,20,6,1
5882,8262,31267,random,-1,-1,1
5883,103135,114619,hotspot_to_hotspot,18,11,1
5884,258072,17739,hotspot_to_hotspot,4,7,1
5885,119193,163114,hotspot_to_hotspot,13,19,1
5886,138660,15812,hotspot_to_random,20,-1,1
5887,139400,194128,hotspot_to_hotspot,20,16,1
5888,25101,258949,hotspot_to_hotspot,15,4,1
5889,17405,233756,hotspot_to_hotspot,7,16,1
5890,118881,101391,hotspot_to_random,13,-1,1
5891,218780,201264,hotspot_to_hotspot,5,6,1
5892,214124,64324,hotspot_to_random,19,-1,1
5893,151449,207579,hotspot_to_hotspot,1,17,1
5894,33919,207568,hotspot_to_hotspot,7,17,1
5895,23672,25098,hotspot_to_hotspot,8,15,1
5896,114316,118591,hotspot_to_hotspot,11,13,1
5897,22718,105872,random,-1,-1,1
5898,33789,34164,hotspot_to_hotspot,7,8,1
5899,59983,111156,random,-1,-1,1
5900,53658,186342,hotspot_to_hotspot,3,2,1
5901,12309,189751,hotspot_to_hotspot,8,2,1
5902,215195,193566,hotspot_to_hotspot,5,16,1
5903,262093,187388,hotspot_to_hotspot,4,2,1
5904,184156,23438,hotspot_to_hotspot,19,8,1
5905,201313,238938,hotspot_to_hotspot,6,4,1
5906,114189,28852,hotspot_to_random,11,-1,1
5907,258345,228456,random,-1,-1,1
5908,115377,22213,hotspot_to_hotspot,11,12,1
5909,17410,23742,hotspot_to_hotspot,7,15,1
5910,20324,201026,hotspot_to_hotspot,12,6,1
5911,218765,191293,hotspot_to_random,5,-1,1
5912,53243,22892,hotspot_to_hotspot,3,12,1
5913,201503,238973,hotspot_to_hotspot,6,4,1
5914,218818,188046,hotspot_to_random,5,-1,1
5915,52987,106226,hotspot_to_hotspot,3,18,1
5916,193625,153996,hotspot_to_random,16,-1,1
5917,94919,47359,random,-1,-1,1
5918,23765,139293,hotspot_to_hotspot,15,20,1
5919,258117,22209,hotspot_to_hotspot,4,12,1
5920,258049,151477,hotspot_to_hotspot,4,1,1
5921,193347,61104,hotspot_to_random,16,-1,1
5922,21214,185213,hotspot_to_random,12,-1,1
5923,262832,233647,hotspot_to_hotspot,4,16,1
5924,189640,225283,hotspot_to_hotspot,2,14,1
5925,118557,204823,hotspot_to_hotspot,13,1,1
5926,201076,11149,hotspot_to_random,6,-1,1
5927,145728,52769,random,-1,-1,1
5928,119069,207570,hotspot_to_hotspot,13,17,1
5929,187395,118952,hotspot_to_hotspot,2,13,1
5930,192099,199677,hotspot_to_hotspot,16,20,1
5931,188642,115153,hotspot_to_hotspot,2,11,1
5932,222912,190617,hotspot_to_hotspot,5,2,1
5933,214138,200587,hotspot_to_hotspot,19,6,1
5934,115222,118735,hotspot_to_hotspot,11,13,1
5935,223077,226933,hotspot_to_hotspot,5,14,1
5936,24031,258122,hotspot_to_hotspot,8,4,1
5937,135988,53537,hotspot_to_hotspot,10,3,1
5938,115471,177716,hotspot_to_hotspot,11,9,1
5939,139681,134238,hotspot_to_hotspot,20,10,1
5940,115472,173580,hotspot_to_hotspot,11,9,1
5941,139261,257952,hotspot_to_hotspot,20,4,1
5942,214056,218024,hotspot_to_random,19,-1,1
5943,200985,81451,hotspot_to_random,6,-1,1
5944,24338,59431,hotspot_to_random,15,-1,1
5945,228239,53577,hotspot_to_hotspot,14,3,1
5946,52927,243837,hotspot_to_random,3,-1,1
5947,124621,1279,random,-1,-1,1
5948,227159,223141,hotspot_to_hotspot,14,5,1
5949,189648,7559,hotspot_to_random,2,-1,1
5950,201289,184254,hotspot_to_hotspot,6,19,1
5951,22838,92735,hotspot_to_hotspot,12,18,1
5952,18215,193999,hotspot_to_hotspot,7,16,1
5953,184384,92897,hotspot_to_hotspot,19,18,1
5954,200619,28472,hotspot_to_hotspot,6,8,1
5955,114825,215267,hotspot_to_hotspot,11,5,1
5956,173595,184240,hotspot_to_hotspot,9,19,1
5957,222881,180309,hotspot_to_random,5,-1,1
5958,135944,232016,hotspot_to_random,10,-1,1
5959,182319,163258,hotspot_to_hotspot,9,19,1
5960,184141,53382,hotspot_to_hotspot,19,3,1
5961,204890,134380,hotspot_to_hotspot,1,10,1
5962,227143,52495,hotspot_to_hotspot,14,2,1
5963,119385,41256,hotspot_to_hotspot,13,3,1
5964,187511,152346,hotspot_to_random,2,-1,1
5965,115988,200637,hotspot_to_hotspot,18,6,1
5966,226508,47648,random,-1,-1,1
5967,223079,184366,hotspot_to_hotspot,5,19,1
5968,222217,262038,hotspot_to_hotspot,5,4,1
5969,203821,114551,hotspot_to_hotspot,1,11,1
5970,203786,152594,hotspot_to_random,1,-1,1
5971,234415,75172,hotspot_to_random,14,-1,1
5972,105741,234204,hotspot_to_hotspot,18,14,1
5973,258990,36938,hotspot_to_random,4,-1,1
5974,119319,72659,hotspot_to_random,13,-1,1
5975,207660,204902,hotspot_to_hotspot,17,1,1
5976,261637,207761,hotspot_to_hotspot,4,17,1
5977,184463,178049,hotspot_to_hotspot,19,9,1
5978,194436,139067,hotspot_to_random,16,-1,1
5979,23850,22732,hotspot_to_hotspot,15,12,1
5980,135841,234292,hotspot_to_hotspot,10,16,1
5981,172464,184334,hotspot_to_hotspot,9,19,1
5982,200921,134669,hotspot_to_hotspot,6,10,1
5983,35725,26505,random,-1,-1,1
5984,134395,115801,hotspot_to_hotspot,10,18,1
5985,23916,131083,hotspot_to_random,15,-1,1
5986,184177,138667,hotspot_to_hotspot,19,20,1
5987,207874,37033,hotspot_to_random,17,-1,1
5988,263122,226110,random,-1,-1,1
5989,221952,68398,hotspot_to_random,5,-1,1
5990,204702,40972,hotspot_to_hotspot,1,3,1
5991,12023,204853,hotspot_to_hotspot,8,1,1
5992,116144,113430,hotspot_to_hotspot,11,7,1
5993,204516,135739,hotspot_to_hotspot,1,10,1
5994,215333,33755,hotspot_to_hotspot,5,7,1
5995,115810,25143,hotspot_to_hotspot,18,15,1
5996,263324,180000,hotspot_to_hotspot,4,9,1
5997,193555,17275,hotspot_to_hotspot,16,7,1
5998,92313,17864,hotspot_to_hotspot,18,7,1
5999,86996,154359,random,-1,-1,1
6000,24190,227254,hotspot_to_random,15,-1,1
6001,200926,105275,hotspot_to_random,6,-1,1
6002,23810,222224,hotspot_to_random,15,-1,1
6003,215223,262851,hotspot_to_hotspot,5,4,1
6004,138463,119314,hotspot_to_hotspot,20,13,1
6005,223234,25097,hotspot_to_hotspot,5,15,1
6006,179823,184398,hotspot_to_hotspot,9,19,1
6007,21767,180454,random,-1,-1,1
6008,13944,264062,hotspot_to_hotspot,8,4,1
6009,193866,222015,hotspot_to_hotspot,16,5,1
6010,204911,53017,hotspot_to_hotspot,17,3,1
6011,201428,254782,hotspot_to_random,6,-1,1
6012,53520,68968,hotspot_to_random,3,-1,1
6013,77905,101908,random,-1,-1,1
6014,199810,33822,hotspot_to_hotspot,20,7,1
6015,23744,180339,hotspot_to_random,8,-1,1
6016,115528,244668,hotspot_to_hotspot,11,4,1
6017,207246,24888,hotspot_to_hotspot,17,8,1
6018,193757,187399,hotspot_to_hotspot,16,2,1
6019,134315,204578,hotspot_to_hotspot,10,1,1
6020,187429,193308,hotspot_to_hotspot,2,16,1
6021,127970,247913,random,-1,-1,1
6022,23929,208594,hotspot_to_hotspot,15,17,1
6023,53581,227061,hotspot_to_hotspot,3,14,1
6024,204730,53514,hotspot_to_hotspot,1,3,1
6025,193548,38999,hotspot_to_random,16,-1,1
6026,226820,135831,hotspot_to_hotspot,14,10,1
6027,195964,208503,hotspot_to_hotspot,6,17,1
6028,52188,92517,hotspot_to_hotspot,2,18,1
6029,115214,179878,hotspot_to_hotspot,11,9,1
6030,193656,136214,hotspot_to_hotspot,16,20,1
6031,227259,190622,hotspot_to_hotspot,14,2,1
6032,3023,169036,random,-1,-1,1
6033,92908,53002,hotspot_to_hotspot,18,3,1
6034,223100,154883,random,-1,-1,1
6035,23867,227480,hotspot_to_hotspot,15,14,1
6036,118856,172992,hotspot_to_hotspot,13,9,1
6037,114592,119507,hotspot_to_hotspot,11,13,1
6038,262832,215236,hotspot_to_hotspot,4,5,1
6039,22263,114776,hotspot_to_hotspot,12,11,1
6040,207813,135839,hotspot_to_hotspot,17,10,1
6041,23782,103895,hotspot_to_random,8,-1,1
6042,192395,217948,hotspot_to_random,16,-1,1
6043,221929,172743,random,-1,-1,1
6044,53147,173536,hotspot_to_hotspot,3,9,1
6045,112329,25066,hotspot_to_hotspot,7,15,1
6046,200768,182337,hotspot_to_hotspot,6,9,1
6047,223144,114774,hotspot_to_hotspot,5,11,1
6048,25153,264200,hotspot_to_hotspot,15,4,1
6049,227234,207620,hotspot_to_hotspot,14,17,1
6050,227156,18181,hotspot_to_hotspot,14,7,1
6051,186150,123986,hotspot_to_random,9,-1,1
6052,60866,99437,random,-1,-1,1
6053,222168,114758,hotspot_to_hotspot,5,11,1
6054,199633,208585,hotspot_to_hotspot,20,17,1
6055,217258,263553,random,-1,-1,1
6056,201286,204706,hotspot_to_hotspot,6,1,1
6057,184180,227161,hotspot_to_hotspot,19,14,1
6058,23787,244534,hotspot_to_hotspot,15,4,1
6059,193705,23559,hotspot_to_hotspot,16,8,1
6060,212588,172933,hotspot_to_hotspot,17,9,1
6061,114355,135672,hotspot_to_hotspot,11,10,1
6062,135935,114193,hotspot_to_hotspot,10,11,1
6063,190132,151583,hotspot_to_hotspot,2,1,1
6064,187328,226890,hotspot_to_hotspot,2,14,1
6065,41370,92789,hotspot_to_hotspot,3,18,1
6066,53329,172923,hotspot_to_hotspot,3,9,1
6067,136869,119344,hotspot_to_hotspot,10,13,1
6068,201420,172815,hotspot_to_hotspot,6,19,1
6069,119176,201512,hotspot_to_hotspot,13,6,1
6070,52947,23721,hotspot_to_hotspot,3,15,1
6071,118918,53061,hotspot_to_hotspot,13,3,1
6072,23079,207764,hotspot_to_hotspot,12,17,1
6073,116163,234305,hotspot_to_hotspot,11,14,1
6074,119365,217650,hotspot_to_random,13,-1,1
6075,227486,249299,hotspot_to_random,14,-1,1
6076,186938,193865,hotspot_to_hotspot,2,16,1
6077,208636,22668,hotspot_to_hotspot,17,12,1
6078,23680,25122,hotspot_to_hotspot,8,15,1
6079,46279,199748,hotspot_to_hotspot,3,20,1
6080,116144,193523,hotspot_to_hotspot,11,16,1
6081,134669,33871,hotspot_to_hotspot,10,7,1
6082,193561,226961,hotspot_to_hotspot,16,14,1
6083,207622,258717,hotspot_to_hotspot,17,4,1
6084,223241,256221,hotspot_to_random,5,-1,1
6085,200652,214186,hotspot_to_hotspot,6,19,1
6086,94528,53241,hotspot_to_hotspot,18,3,1
6087,218821,208640,hotspot_to_hotspot,5,17,1
6088,92601,17217,hotspot_to_hotspot,18,7,1
6089,139013,170095,hotspot_to_random,20,-1,1
6090,204955,184471,hotspot_to_hotspot,1,19,1
6091,178055,248550,hotspot_to_random,9,-1,1
6092,118896,53496,hotspot_to_hotspot,13,3,1
6093,23911,118958,hotspot_to_hotspot,15,13,1
6094,201248,119284,hotspot_to_hotspot,6,13,1
6095,24858,33893,hotspot_to_hotspot,15,7,1
6096,190015,200683,random,-1,-1,1
6097,138678,187495,hotspot_to_hotspot,20,2,1
6098,138233,100544,random,-1,-1,1
6099,116002,23736,hotspot_to_hotspot,18,15,1
6100,194074,149093,hotspot_to_hotspot,16,1,1
6101,23050,135793,hotspot_to_hotspot,12,10,1
6102,22189,25028,hotspot_to_hotspot,12,15,1
6103,24952,150350,hotspot_to_random,15,-1,1
6104,138613,51228,hotspot_to_random,20,-1,1
6105,34425,151577,hotspot_to_hotspot,12,1,1
6106,92530,23812,hotspot_to_hotspot,18,15,1
6107,24026,158363,hotspot_to_random,15,-1,1
6108,204947,114772,hotspot_to_hotspot,1,11,1
6109,180016,234560,hotspot_to_hotspot,9,14,1
6110,119240,23695,hotspot_to_hotspot,13,8,1
6111,204406,134840,hotspot_to_hotspot,1,10,1
6112,134348,115215,hotspot_to_hotspot,10,11,1
6113,201332,118643,hotspot_to_hotspot,6,13,1
6114,227174,115845,random,-1,-1,1
6115,151594,207518,hotspot_to_hotspot,1,17,1
6116,56815,60069,hotspot_to_random,2,-1,1
6117,22748,151494,hotspot_to_hotspot,12,1,1
6118,23786,53252,hotspot_to_hotspot,8,3,1
6119,192479,184367,hotspot_to_hotspot,16,19,1
6120,215211,182205,hotspot_to_random,5,-1,1
6121,200993,191037,hotspot_to_hotspot,6,16,1
6122,214930,156860,hotspot_to_random,1,-1,1
6123,134954,239187,hotspot_to_hotspot,10,4,1
6124,240531,223067,hotspot_to_hotspot,4,5,1
6125,22203,116189,hotspot_to_random,12,-1,1
6126,228083,183925,random,-1,-1,1
6127,244408,184221,hotspot_to_hotspot,4,19,1
6128,17349,227454,hotspot_to_hotspot,7,14,1
6129,207674,166135,hotspot_to_random,17,-1,1
6130,113184,262032,hotspot_to_hotspot,7,4,1
6131,226266,257939,hotspot_to_hotspot,14,4,1
6132,22667,135655,hotspot_to_hotspot,12,10,1
6133,184239,204828,hotspot_to_hotspot,19,1,1
6134,199627,187579,hotspot_to_hotspot,20,2,1
6135,119119,107932,hotspot_to_random,13,-1,1
6136,34389,107710,hotspot_to_random,12,-1,1
6137,209863,35663,random,-1,-1,1
6138,92753,172189,hotspot_to_random,18,-1,1
6139,24052,223229,hotspot_to_hotspot,8,5,1
6140,119253,135784,hotspot_to_hotspot,13,10,1
6141,24893,104003,hotspot_to_random,15,-1,1
6142,218802,116083,hotspot_to_hotspot,5,18,1
6143,3846,2428,random,-1,-1,1
6144,118515,204625,hotspot_to_hotspot,13,1,1
6145,22976,254463,hotspot_to_random,12,-1,1
6146,215230,23590,hotspot_to_hotspot,5,15,1
6147,197031,134243,hotspot_to_hotspot,17,10,1
6148,118593,201296,hotspot_to_hotspot,13,6,1
6149,134509,23641,hotspot_to_hotspot,10,15,1
6150,184554,139179,hotspot_to_hotspot,19,20,1
6151,23858,214036,hotspot_to_hotspot,15,19,1
6152,264199,260284,hotspot_to_random,4,-1,1
6153,226795,214535,hotspot_to_hotspot,14,17,1
6154,17268,201262,hotspot_to_hotspot,7,6,1
6155,234652,172940,hotspot_to_hotspot,14,9,1
6156,187578,204837,hotspot_to_hotspot,2,1,1
6157,173066,186327,hotspot_to_hotspot,9,2,1
6158,114251,239021,hotspot_to_hotspot,11,4,1
6159,193798,146105,hotspot_to_hotspot,16,1,1
6160,17272,10036,hotspot_to_random,7,-1,1
6161,139526,172959,hotspot_to_hotspot,20,9,1
6162,115982,200629,hotspot_to_hotspot,18,6,1
6163,92406,214749,hotspot_to_random,18,-1,1
6164,146661,251739,random,-1,-1,1
6165,23668,56818,hotspot_to_hotspot,8,2,1
6166,119185,235159,hotspot_to_hotspot,13,14,1
6167,140125,156648,random,-1,-1,1
6168,94526,193310,hotspot_to_hotspot,18,16,1
6169,262037,119230,hotspot_to_hotspot,4,13,1
6170,115982,258079,hotspot_to_hotspot,18,4,1
6171,114012,173048,hotspot_to_hotspot,11,9,1
6172,162869,221941,hotspot_to_hotspot,19,5,1
6173,194413,119259,hotspot_to_hotspot,16,13,1
6174,92750,173594,hotspot_to_hotspot,18,9,1
6175,184323,79572,hotspot_to_random,19,-1,1
6176,207715,193525,hotspot_to_hotspot,17,16,1
6177,189415,24180,hotspot_to_hotspot,2,15,1
6178,42191,180062,random,-1,-1,1
6179,23651,172963,hotspot_to_hotspot,8,9,1
6180,227146,179935,hotspot_to_hotspot,14,9,1
6181,114547,201499,hotspot_to_hotspot,11,6,1
6182,134700,21556,hotspot_to_random,10,-1,1
6183,52842,227275,random,-1,-1,1
6184,92416,24145,hotspot_to_hotspot,18,15,1
6185,118741,135972,hotspot_to_hotspot,13,10,1
6186,139151,214345,hotspot_to_random,20,-1,1
6187,81420,175333,random,-1,-1,1
6188,134411,52586,hotspot_to_hotspot,10,2,1
6189,118573,31068,hotspot_to_random,13,-1,1
6190,187361,234145,hotspot_to_hotspot,2,14,1
6191,227230,233658,hotspot_to_hotspot,14,16,1
6192,188652,257903,hotspot_to_hotspot,2,4,1
6193,33835,92487,hotspot_to_hotspot,7,18,1
6194,226891,218666,hotspot_to_hotspot,14,5,1
6195,233710,262038,hotspot_to_hotspot,16,4,1
6196,204812,204907,hotspot_to_hotspot,1,17,1
6197,21224,23897,hotspot_to_hotspot,12,15,1
6198,119259,112319,hotspot_to_hotspot,13,7,1
6199,29419,233156,hotspot_to_random,3,-1,1
6200,92518,76568,hotspot_to_random,18,-1,1
6201,6522,23033,hotspot_to_hotspot,7,12,1
6202,24816,148804,hotspot_to_random,15,-1,1
6203,92325,207646,hotspot_to_hotspot,18,17,1
6204,52936,135020,hotspot_to_hotspot,3,10,1
6205,221986,23040,hotspot_to_hotspot,5,12,1
6206,134699,258077,hotspot_to_hotspot,10,4,1
6207,114452,75257,hotspot_to_random,11,-1,1
6208,190172,1799,hotspot_to_random,2,-1,1
6209,139525,53577,hotspot_to_hotspot,20,3,1
6210,163257,146105,hotspot_to_hotspot,19,1,1
6211,235201,202539,random,-1,-1,1
6212,201348,260630,hotspot_to_random,6,-1,1
6213,207768,223229,hotspot_to_hotspot,17,5,1
6214,200588,23742,hotspot_to_hotspot,6,15,1
6215,118984,23479,hotspot_to_hotspot,13,8,1
6216,29397,22033,hotspot_to_hotspot,3,12,1
6217,35312,35386,hotspot_to_hotspot,8,7,1
6218,114779,201152,hotspot_to_hotspot,11,6,1
6219,22037,207629,hotspot_to_hotspot,12,17,1
6220,193337,173131,hotspot_to_hotspot,16,9,1
6221,193882,184133,hotspot_to_hotspot,16,19,1
6222,128248,244704,random,-1,-1,1
6223,119280,258725,hotspot_to_hotspot,13,4,1
6224,115384,193686,hotspot_to_hotspot,11,16,1
6225,115975,22707,hotspot_to_hotspot,18,12,1
6226,215298,167980,hotspot_to_random,5,-1,1
6227,234309,86206,hotspot_to_random,14,-1,1
6228,204448,56630,hotspot_to_hotspot,1,2,1
6229,76630,87527,random,-1,-1,1
6230,163107,134060,hotspot_to_random,19,-1,1
6231,223142,163096,hotspot_to_hotspot,5,19,1
6232,118817,64292,hotspot_to_random,13,-1,1
6233,207834,193263,hotspot_to_hotspot,17,16,1
6234,221974,190497,hotspot_to_hotspot,5,2,1
6235,151531,222105,hotspot_to_hotspot,1,5,1
6236,151581,172653,hotspot_to_hotspot,1,19,1
6237,200750,258719,hotspot_to_hotspot,6,4,1
6238,208582,23755,hotspot_to_hotspot,17,15,1
6239,186318,17898,hotspot_to_hotspot,2,7,1
6240,135650,92907,hotspot_to_hotspot,10,18,1
6241,82005,144435,random,-1,-1,1
6242,17435,11140,hotspot_to_random,7,-1,1
6243,17724,184414,hotspot_to_hotspot,7,19,1
6244,223145,44285,hotspot_to_random,5,-1,1
6245,21224,172923,hotspot_to_hotspot,12,9,1
6246,195965,162892,hotspot_to_hotspot,6,19,1
6247,184334,185408,hotspot_to_hotspot,19,9,1
6248,207184,135977,hotspot_to_hotspot,17,10,1
6249,163116,23749,hotspot_to_hotspot,19,15,1
6250,114671,74000,hotspot_to_random,11,-1,1
6251,208535,204884,hotspot_to_hotspot,17,1,1
6252,23089,193106,hotspot_to_hotspot,12,16,1
6253,24187,233695,hotspot_to_hotspot,8,16,1
6254,24928,87352,hotspot_to_random,15,-1,1
6255,262039,120637,hotspot_to_random,4,-1,1
6256,201188,204556,hotspot_to_hotspot,6,1,1
6257,207482,119244,hotspot_to_hotspot,17,13,1
6258,139034,184405,hotspot_to_hotspot,20,19,1
6259,28477,134845,hotspot_to_hotspot,8,10,1
6260,23763,114458,hotspot_to_hotspot,8,11,1
6261,116273,5700,hotspot_to_random,11,-1,1
6262,218934,134386,hotspot_to_hotspot,5,10,1
6263,214169,118659,hotspot_to_hotspot,19,13,1
6264,190915,112294,hotspot_to_hotspot,16,7,1
6265,227067,215194,hotspot_to_hotspot,14,5,1
6266,135837,119162,hotspot_to_hotspot,10,13,1
6267,135812,260373,hotspot_to_random,10,-1,1
6268,24214,257863,hotspot_to_hotspot,15,4,1
6269,53426,200571,hotspot_to_hotspot,3,6,1
6270,234153,22933,hotspot_to_hotspot,14,12,1
6271,204413,92754,hotspot_to_hotspot,1,18,1
6272,23700,92486,hotspot_to_hotspot,15,18,1
6273,262855,33753,hotspot_to_hotspot,4,7,1
6274,53237,135688,hotspot_to_hotspot,3,10,1
6275,200986,177826,hotspot_to_hotspot,6,9,1
6276,257851,185196,hotspot_to_random,4,-1,1
6277,212594,23630,hotspot_to_hotspot,6,15,1
6278,17862,207201,hotspot_to_hotspot,7,17,1
6279,53094,52554,hotspot_to_hotspot,3,2,1
6280,116083,187424,hotspot_to_hotspot,18,2,1
6281,53486,105123,hotspot_to_random,3,-1,1
6282,21132,201373,hotspot_to_hotspot,12,6,1
6283,92811,228248,hotspot_to_hotspot,18,14,1
6284,228238,23256,hotspot_to_hotspot,14,12,1
6285,226792,24035,hotspot_to_hotspot,14,8,1
6286,23001,187566,hotspot_to_hotspot,12,2,1
6287,23650,52925,hotspot_to_hotspot,8,3,1
6288,249565,136876,random,-1,-1,1
6289,258753,134948,hotspot_to_hotspot,4,10,1
6290,139239,41349,hotspot_to_hotspot,20,3,1
6291,23620,171820,hotspot_to_random,8,-1,1
6292,264271,166993,random,-1,-1,1
6293,197580,179934,hotspot_to_hotspot,17,9,1
6294,92465,12315,hotspot_to_hotspot,18,8,1
6295,138449,24885,hotspot_to_hotspot,20,15,1
6296,140010,201409,random,-1,-1,1
6297,28471,167825,hotspot_to_random,8,-1,1
6298,22962,168318,hotspot_to_random,12,-1,1
6299,119264,103628,hotspot_to_random,13,-1,1
6300,119255,75700,hotspot_to_random,13,-1,1
6301,238920,198294,hotspot_to_random,4,-1,1
6302,239653,72612,random,-1,-1,1
6303,209228,115220,hotspot_to_hotspot,6,11,1
6304,139003,129519,hotspot_to_random,20,-1,1
6305,33816,32104,hotspot_to_random,7,-1,1
6306,201259,115812,hotspot_to_hotspot,6,18,1
6307,13914,3873,hotspot_to_random,8,-1,1
6308,52933,251782,hotspot_to_random,3,-1,1
6309,200787,53010,hotspot_to_hotspot,6,3,1
6310,200579,53228,hotspot_to_hotspot,6,3,1
6311,114599,50619,hotspot_to_hotspot,11,2,1
6312,257948,118947,hotspot_to_hotspot,4,13,1
6313,138987,94363,hotspot_to_random,20,-1,1
6314,136081,220287,hotspot_to_random,10,-1,1
6315,184340,116268,hotspot_to_hotspot,19,11,1
6316,16946,200520,hotspot_to_hotspot,7,6,1
6317,116169,35358,hotspot_to_hotspot,11,15,1
6318,21160,184213,hotspot_to_hotspot,12,19,1
6319,184177,173112,hotspot_to_hotspot,19,9,1
6320,193604,151573,hotspot_to_hotspot,16,1,1
6321,170380,11154,random,-1,-1,1
6322,184195,19480,random,-1,-1,1
6323,212240,128642,hotspot_to_random,17,-1,1
6324,23036,223152,hotspot_to_hotspot,12,5,1
6325,162563,118888,hotspot_to_hotspot,19,13,1
6326,187375,184268,hotspot_to_hotspot,2,19,1
6327,138451,47234,hotspot_to_random,20,-1,1
6328,204692,173517,hotspot_to_hotspot,1,9,1
6329,99767,181496,random,-1,-1,1
6330,17373,135787,hotspot_to_hotspot,7,10,1
6331,24896,119114,hotspot_to_hotspot,15,13,1
6332,259017,218566,random,-1,-1,1
6333,189568,53258,hotspot_to_hotspot,10,3,1
6334,190910,138537,random,-1,-1,1
6335,138621,187573,hotspot_to_hotspot,20,2,1
6336,262660,204957,hotspot_to_hotspot,4,1,1
6337,184529,115388,hotspot_to_hotspot,19,11,1
6338,92509,226961,hotspot_to_hotspot,18,14,1
6339,184252,239311,hotspot_to_random,19,-1,1
6340,135686,189649,hotspot_to_random,10,-1,1
6341,23647,85470,hotspot_to_random,8,-1,1
6342,203836,257570,hotspot_to_random,1,-1,1
6343,258714,227494,hotspot_to_hotspot,4,14,1
6344,179883,24858,hotspot_to_hotspot,9,15,1
